Engineered-Acid_Mine_Drainage,2
Engineered-Engineered_Aquatic,1
Engineered-Bioreactor,28
Engineered-Contaminated,31
Engineered-Solid_waste,5
Environmental-Air,24
Environmental-Aquatic,161
Environmental-Terrestrial,110
Host_Associated-Birds,4
Host_Associated-Insect_Gut,15
Host_Associated-Mammals,69
Host_Associated-Plants,15
Host_Associated-Porifera,8
Virome-Virome_Aquatic,9
Virome-Extreme,5
Virome-Virome_Host_Associated,5
Virome-Sediment,2
Virome-Sewage,3
Virome-Soil,3
