Sample wise CAZY family counts 
=================================== 
GH	no	na	nb	nr	co	ca	cb	cr	PWCG7	CG23A	CO182	CO183	TOLDC	NAPDC	FOS62_2011	FOS62_2010	FOS62_2009
		LLTSP_4671
	>GT 84
		LLTSP_4365
		LLTSP_5612
	>CE 1
		LLTSP_5079
	>CE 4
		LLTSP_1413
		LLTSP_18468
		LLTSP_8792
	>CBM 2
		LLTSP_4327
	>CBM 9
		LLTSP_0109
	>CBM 32
		LLTSP_9464
	>CBM 47
		LLTSP_18763
	>CBM 48
		LLTSP_0312
		LLTSP_5079
		LLTSP_9392
>nb
	>GH 2
		LLTSP_14367
		LLTSP_4899
		LLTSP_9927
	>GH 3
		LLTSP_14156
		LLTSP_2753
	>GH 5
		LLTSP_5437
	>GH 13
		LLTSP_18899
		LLTSP_2852
		LLTSP_7675
		LLTSP_9261
	>GH 15
		LLTSP_11971
		LLTSP_12021
	>GH 17
		LLTSP_12231
		LLTSP_12241
	>GH 27
		LLTSP_4165
	>GH 29
		LLTSP_20415
	>GH 51
		LLTSP_1880
		LLTSP_5499
	>GH 77
		LLTSP_14123
	>GH 94
		LLTSP_2864
		LLTSP_3118
		LLTSP_8214
	>GT 2
		LLTSP_12159
		LLTSP_4211
		LLTSP_5267
		LLTSP_5625
		LLTSP_7441
		LLTSP_8938
	>GT 4
		LLTSP_18511
		LLTSP_2491
	>GT 35
		LLTSP_19266
	>GT 41
		LLTSP_10251
	>GT 84
		LLTSP_3118
	>PL 9
		LLTSP_6213
	>CE 4
		LLTSP_5267
	>CBM 6
		LLTSP_4612
	>CBM 38
		LLTSP_4554
>nr
	>GH 2
		LLTSP_9314
	>GH 13
		LLTSP_0790
		LLTSP_11387
		LLTSP_4739
	>GH 42
		LLTSP_18441
	>GH 77
		LLTSP_20018
	>GH 94
		LLTSP_18597
	>GT 2
		LLTSP_11322
		LLTSP_11608
		LLTSP_9504
	>GT 4
		LLTSP_18428
	>GT 41
		LLTSP_11797
	>GT 51
		LLTSP_12123
		LLTSP_13119
		LLTSP_13834
		LLTSP_15739
		LLTSP_16562
		LLTSP_9709
	>CE 1
		LLTSP_1287
		LLTSP_14329
	>CBM 20
		LLTSP_17654
	>CBM 32
		LLTSP_4447
	>CBM 48
		LLTSP_4739
>co
	>GH 1
		LLTSP_15386
	>GH 2
		LLTSP_2040
		LLTSP_9044
		LLTSP_9513
	>GH 13
		LLTSP_10366
		LLTSP_13086
		LLTSP_16987
		LLTSP_1735
		LLTSP_17750
		LLTSP_18527
		LLTSP_18738
		LLTSP_3885
		LLTSP_4115
		LLTSP_5094
		LLTSP_9822
	>GH 15
		LLTSP_12357
		LLTSP_2031
	>GH 28
		LLTSP_18005
	>GH 29
		LLTSP_18797
	>GH 31
		LLTSP_3200
	>GH 43
		LLTSP_10569
	>GH 51
		LLTSP_17063
	>GH 67
		LLTSP_16917
	>GH 77
		LLTSP_19787
		LLTSP_5360
	>GH 92
		LLTSP_11603
	>GH 94
		LLTSP_4921
	>GH 98
		LLTSP_18653
	>GH 106
		LLTSP_12370
		LLTSP_9514
	>GH 109
		LLTSP_11786
	>GT 2
		LLTSP_14769
		LLTSP_14855
		LLTSP_15961
		LLTSP_17651
	>GT 4
		LLTSP_19783
		LLTSP_20145
		LLTSP_2434
		LLTSP_3099
	>GT 5
		LLTSP_3912
	>GT 9
		LLTSP_10326
		LLTSP_17758
	>GT 20
		LLTSP_4261
	>GT 35
		LLTSP_18713
	>GT 41
		LLTSP_1353
	>GT 48
		LLTSP_1424
	>GT 51
		LLTSP_11280
		LLTSP_17589
		LLTSP_18736
		LLTSP_19048
	>PL 1
		LLTSP_10720
	>PL 22
		LLTSP_9049
	>CE 4
		LLTSP_14769
	>CE 8
		LLTSP_0497
		LLTSP_16229
	>CE 15
		LLTSP_8987
	>CBM 2
		LLTSP_5579
	>CBM 6
		LLTSP_17699
	>CBM 32
		LLTSP_11603
		LLTSP_1379
	>CBM 38
		LLTSP_0161
	>CBM 42
		LLTSP_9044
	>CBM 47
		LLTSP_19994
>ca
	>GH 1
		LLTSP_1869
		LLTSP_19589
		LLTSP_21345
		LLTSP_8155
	>GH 2
		LLTSP_0694
		LLTSP_10768
		LLTSP_12584
		LLTSP_14915
		LLTSP_17210
		LLTSP_17958
		LLTSP_1803
		LLTSP_19946
		LLTSP_20845
		LLTSP_20922
		LLTSP_20981
		LLTSP_21016
		LLTSP_21076
		LLTSP_21912
		LLTSP_22260
		LLTSP_22386
		LLTSP_22438
		LLTSP_3737
		LLTSP_7392
	>GH 3
		LLTSP_0106
		LLTSP_0107
		LLTSP_10583
		LLTSP_1674
		LLTSP_21383
		LLTSP_3308
		LLTSP_3549
		LLTSP_8074
		LLTSP_8150
		LLTSP_9493
		LLTSP_9981
	>GH 4
		LLTSP_7639
	>GH 5
		LLTSP_7109
	>GH 6
		LLTSP_17562
		LLTSP_8610
		LLTSP_9553
	>GH 8
		LLTSP_18163
	>GH 9
		LLTSP_0686
	>GH 10
		LLTSP_13124
		LLTSP_2683
		LLTSP_7912
	>GH 13
		LLTSP_0353
		LLTSP_0442
		LLTSP_10147
		LLTSP_10208
		LLTSP_10769
		LLTSP_11615
		LLTSP_13031
		LLTSP_1309
		LLTSP_14730
		LLTSP_1553
		LLTSP_16600
		LLTSP_17572
		LLTSP_17599
		LLTSP_18117
		LLTSP_18873
		LLTSP_19207
		LLTSP_2067
		LLTSP_22312
		LLTSP_2369
		LLTSP_2481
		LLTSP_4104
		LLTSP_5160
		LLTSP_5943
		LLTSP_6093
		LLTSP_6638
		LLTSP_6784
		LLTSP_6924
		LLTSP_7320
		LLTSP_7605
		LLTSP_9182
		LLTSP_9267
	>GH 15
		LLTSP_11284
		LLTSP_17686
		LLTSP_18661
		LLTSP_21009
		LLTSP_22309
		LLTSP_3320
	>GH 16
		LLTSP_18007
		LLTSP_18517
		LLTSP_19636
		LLTSP_19637
		LLTSP_2571
	>GH 17
		LLTSP_6114
	>GH 18
		LLTSP_12035
		LLTSP_16223
		LLTSP_6645
	>GH 20
		LLTSP_14276
		LLTSP_22411
	>GH 23
		LLTSP_0762
		LLTSP_17113
		LLTSP_19110
		LLTSP_20607
		LLTSP_4114
		LLTSP_6406
		LLTSP_6426
		LLTSP_6476
	>GH 26
		LLTSP_10622
	>GH 27
		LLTSP_19144
		LLTSP_19900
	>GH 28
		LLTSP_0750
		LLTSP_0928
		LLTSP_18439
	>GH 29
		LLTSP_7433
		LLTSP_8579
	>GH 31
		LLTSP_12710
	>GH 32
		LLTSP_8207
	>GH 35
		LLTSP_17969
	>GH 36
		LLTSP_11878
		LLTSP_13351
		LLTSP_16897
		LLTSP_6730
	>GH 38
		LLTSP_14422
		LLTSP_18631
	>GH 39
		LLTSP_1281
		LLTSP_17062
		LLTSP_7968
	>GH 43
		LLTSP_12239
	>GH 51
		LLTSP_11678
		LLTSP_20434
	>GH 55
		LLTSP_16021
		LLTSP_18072
	>GH 57
		LLTSP_21091
		LLTSP_7265
	>GH 59
		LLTSP_6888
	>GH 64
		LLTSP_14944
	>GH 74
		LLTSP_18641
		LLTSP_8500
	>GH 76
		LLTSP_21782
	>GH 88
		LLTSP_2654
	>GH 92
		LLTSP_13722
		LLTSP_14983
		LLTSP_18940
		LLTSP_7908
		LLTSP_9995
	>GH 93
		LLTSP_14203
	>GH 94
		LLTSP_11442
		LLTSP_18444
		LLTSP_18637
		LLTSP_21706
		LLTSP_7387
	>GH 95
		LLTSP_8940
		LLTSP_9254
	>GH 100
		LLTSP_11826
	>GH 102
		LLTSP_0607
	>GH 103
		LLTSP_7371
	>GH 106
		LLTSP_10054
	>GH 114
		LLTSP_21008
	>GH 115
		LLTSP_1244
	>GH 116
		LLTSP_5422
	>GT 1
		LLTSP_12924
		LLTSP_17554
		LLTSP_17645
		LLTSP_19104
	>GT 2
		LLTSP_0156
		LLTSP_0269
		LLTSP_10027
		LLTSP_10562
		LLTSP_10622
		LLTSP_10737
		LLTSP_10815
		LLTSP_1111
		LLTSP_11194
		LLTSP_12336
		LLTSP_13592
		LLTSP_14300
		LLTSP_15161
		LLTSP_15382
		LLTSP_16411
		LLTSP_16943
		LLTSP_17032
		LLTSP_17083
		LLTSP_17325
		LLTSP_18058
		LLTSP_18161
		LLTSP_18290
		LLTSP_18451
		LLTSP_18670
		LLTSP_18708
		LLTSP_18749
		LLTSP_18826
		LLTSP_19155
		LLTSP_19170
		LLTSP_19333
		LLTSP_19537
		LLTSP_20316
		LLTSP_2063
		LLTSP_21016
		LLTSP_21040
		LLTSP_21072
		LLTSP_21296
		LLTSP_2943
		LLTSP_3463
		LLTSP_3677
		LLTSP_4190
		LLTSP_4215
		LLTSP_4306
		LLTSP_4347
		LLTSP_4945
		LLTSP_5087
		LLTSP_5122
		LLTSP_5353
		LLTSP_5469
		LLTSP_5481
		LLTSP_5482
		LLTSP_5778
		LLTSP_5934
		LLTSP_6441
		LLTSP_6691
		LLTSP_7210
		LLTSP_7643
		LLTSP_7684
		LLTSP_7854
		LLTSP_8148
		LLTSP_8774
		LLTSP_9279
		LLTSP_9418
		LLTSP_9688
		LLTSP_9983
	>GT 3
		LLTSP_20020
	>GT 4
		LLTSP_0008
		LLTSP_0053
		LLTSP_0949
		LLTSP_10059
		LLTSP_10123
		LLTSP_10131
		LLTSP_10429
		LLTSP_10564
		LLTSP_1089
		LLTSP_11588
		LLTSP_11744
		LLTSP_1285
		LLTSP_1307
		LLTSP_13185
		LLTSP_13542
		LLTSP_14247
		LLTSP_15383
		LLTSP_17296
		LLTSP_17688
		LLTSP_18100
		LLTSP_18404
		LLTSP_18647
		LLTSP_19077
		LLTSP_19281
		LLTSP_19374
		LLTSP_1952
		LLTSP_19671
		LLTSP_19979
		LLTSP_20157
		LLTSP_20262
		LLTSP_2123
		LLTSP_21285
		LLTSP_21388
		LLTSP_2198
		LLTSP_22203
		LLTSP_22240
		LLTSP_2395
		LLTSP_2879
		LLTSP_3616
		LLTSP_3785
		LLTSP_3882
		LLTSP_3888
		LLTSP_3988
		LLTSP_4341
		LLTSP_4492
		LLTSP_5882
		LLTSP_5883
		LLTSP_6456
		LLTSP_6495
		LLTSP_6915
		LLTSP_7832
		LLTSP_8261
		LLTSP_8361
		LLTSP_9531
	>GT 5
		LLTSP_13920
		LLTSP_15316
		LLTSP_3831
		LLTSP_7759
		LLTSP_9786
	>GT 9
		LLTSP_10287
		LLTSP_14098
		LLTSP_16988
		LLTSP_21527
		LLTSP_9338
	>GT 11
		LLTSP_5942
	>GT 20
		LLTSP_12305
		LLTSP_14523
		LLTSP_3767
	>GT 26
		LLTSP_11214
		LLTSP_1895
		LLTSP_1958
		LLTSP_3213
		LLTSP_7257
	>GT 27
		LLTSP_22069
	>GT 28
		LLTSP_0547
		LLTSP_20439
	>GT 30
		LLTSP_20305
		LLTSP_20838
		LLTSP_21111
		LLTSP_4574
		LLTSP_7273
		LLTSP_7274
	>GT 35
		LLTSP_0559
		LLTSP_12155
		LLTSP_15967
		LLTSP_1836
		LLTSP_6315
		LLTSP_6475
	>GT 41
		LLTSP_0849
		LLTSP_1606
		LLTSP_18537
		LLTSP_7301
	>GT 51
		LLTSP_13039
		LLTSP_17127
		LLTSP_18623
		LLTSP_18685
		LLTSP_19608
		LLTSP_20102
		LLTSP_4233
	>GT 83
		LLTSP_0575
		LLTSP_1115
		LLTSP_16030
		LLTSP_16354
		LLTSP_20108
	>GT 84
		LLTSP_11442
		LLTSP_18444
		LLTSP_21706
	>GT 90
		LLTSP_7013
	>PL 9
		LLTSP_3037
	>PL 12
		LLTSP_18673
	>CE 1
		LLTSP_16585
		LLTSP_17681
		LLTSP_18594
		LLTSP_19393
		LLTSP_19781
		LLTSP_20636
		LLTSP_2780
		LLTSP_4824
		LLTSP_6514
		LLTSP_6641
		LLTSP_6704
		LLTSP_6987
		LLTSP_7495
		LLTSP_8663
		LLTSP_9771
	>CE 4
		LLTSP_0156
		LLTSP_11178
		LLTSP_13041
		LLTSP_20660
		LLTSP_3648
		LLTSP_3734
		LLTSP_3749
		LLTSP_6501
		LLTSP_7121
		LLTSP_8185
	>CE 9
		LLTSP_12194
		LLTSP_17527
		LLTSP_2699
	>CE 10
		LLTSP_12192
		LLTSP_16211
		LLTSP_1883
		LLTSP_19546
		LLTSP_21607
		LLTSP_21841
		LLTSP_2345
		LLTSP_5169
		LLTSP_6110
	>CE 11
		LLTSP_14006
		LLTSP_17442
	>CE 14
		LLTSP_11205
		LLTSP_17721
		LLTSP_17812
		LLTSP_18507
		LLTSP_7189
	>CE 15
		LLTSP_4275
	>CBM 1
		LLTSP_10029
	>CBM 2
		LLTSP_12035
		LLTSP_14507
		LLTSP_1499
		LLTSP_1505
		LLTSP_16979
		LLTSP_18329
		LLTSP_18641
		LLTSP_19398
		LLTSP_4029
		LLTSP_7718
		LLTSP_8500
		LLTSP_9044
	>CBM 5
		LLTSP_14305
	>CBM 6
		LLTSP_20862
	>CBM 9
		LLTSP_18163
		LLTSP_5186
	>CBM 10
		LLTSP_3509
	>CBM 13
		LLTSP_11343
		LLTSP_12549
		LLTSP_17893
		LLTSP_18612
		LLTSP_4127
		LLTSP_9566
	>CBM 16
		LLTSP_13402
	>CBM 18
		LLTSP_19636
		LLTSP_19637
	>CBM 27
		LLTSP_11040
	>CBM 32
		LLTSP_2569
	>CBM 38
		LLTSP_19490
	>CBM 47
		LLTSP_10007
		LLTSP_1118
		LLTSP_1332
		LLTSP_16628
		LLTSP_17531
		LLTSP_19266
		LLTSP_22020
		LLTSP_22391
		LLTSP_4026
		LLTSP_9247
		LLTSP_9378
	>CBM 48
		LLTSP_10147
		LLTSP_10769
		LLTSP_11615
		LLTSP_13031
		LLTSP_14730
		LLTSP_18117
		LLTSP_20960
		LLTSP_2369
		LLTSP_3752
		LLTSP_5160
		LLTSP_5943
		LLTSP_8465
		LLTSP_8642
	>CBM 50
		LLTSP_18709
		LLTSP_18893
		LLTSP_18894
		LLTSP_20607
		LLTSP_3005
		LLTSP_6040
		LLTSP_7462
	>CBM 51
		LLTSP_2504
>cb
	>GH 3
		LLTSP_11051
		LLTSP_16961
	>GH 13
		LLTSP_10792
		LLTSP_12667
		LLTSP_13023
		LLTSP_15364
		LLTSP_18474
		LLTSP_20195
		LLTSP_3696
		LLTSP_4023
	>GH 17
		LLTSP_16345
	>GH 20
		LLTSP_14435
	>GH 31
		LLTSP_19817
	>GH 57
		LLTSP_3318
	>GH 76
		LLTSP_10843
	>GH 79
		LLTSP_1620
	>GH 94
		LLTSP_15055
		LLTSP_7611
	>GH 97
		LLTSP_4078
	>GH 106
		LLTSP_12928
	>GT 2
		LLTSP_11445
		LLTSP_12782
		LLTSP_18714
		LLTSP_9761
	>GT 4
		LLTSP_12354
		LLTSP_12484
		LLTSP_13317
		LLTSP_1801
	>GT 19
		LLTSP_15647
	>GT 35
		LLTSP_15628
		LLTSP_16695
		LLTSP_8720
	>GT 51
		LLTSP_16822
	>CE 4
		LLTSP_15323
	>CE 11
		LLTSP_10506
	>CBM 32
		LLTSP_16153
		LLTSP_8503
	>CBM 47
		LLTSP_19363
		LLTSP_7276
	>CBM 48
		LLTSP_10792
		LLTSP_4023
>cr
	>GH 2
		LLTSP_12130
	>GH 3
		LLTSP_0025
	>GH 13
		LLTSP_0020
		LLTSP_0788
		LLTSP_19222
		LLTSP_2079
		LLTSP_9992
	>GH 15
		LLTSP_17136
	>GH 23
		LLTSP_12673
	>GH 33
		LLTSP_7202
	>GH 51
		LLTSP_16205
	>GH 92
		LLTSP_16366
		LLTSP_18003
	>GH 94
		LLTSP_0229
		LLTSP_14680
		LLTSP_16636
		LLTSP_8515
	>GH 106
		LLTSP_13653
	>GT 4
		LLTSP_18475
	>GT 5
		LLTSP_1032
	>GT 30
		LLTSP_8430
	>GT 51
		LLTSP_13667
		LLTSP_14423
	>GT 84
		LLTSP_14680
		LLTSP_16636
		LLTSP_8515
	>CE 1
		LLTSP_13028
	>CBM 48
		LLTSP_2079
		LLTSP_5176
>PWCG7
	>GT 2
		Hpwc5_5357
	>CBM 50
		Hpwc5_21142
>CG23A
	>GH 13
		Hcg25_15465
		Hcg25_17975
		Hcg25_2107
		Hcg25_3336
		Hcg25_6529
	>GH 20
		Hcg25_3058
	>GH 23
		Hcg25_10614
		Hcg25_1886
	>GH 42
		Hcg25_6552
	>GH 73
		Hcg25_5276
	>GH 74
		Hcg25_10385
	>GH 77
		Hcg25_2474
		Hcg25_9553
	>GH 103
		Hcg25_14260
	>GH 109
		Hcg25_0392
		Hcg25_8639
	>GT 4
		Hcg25_10295
		Hcg25_19691
	>GT 9
		Hcg25_9037
	>GT 51
		Hcg25_19626
	>GT 66
		Hcg25_16964
	>CE 9
		Hcg25_5151
	>CBM 2
		Hcg25_10385
	>CBM 48
		Hcg25_0516
	>CBM 50
		Hcg25_10614
		Hcg25_10966
		Hcg25_1886
>CO182
	>GH 3
		Hco15_5650
	>GH 6
		Hco15_14172
	>GH 13
		Hco15_16012
		Hco15_4576
		Hco15_5950
	>GH 23
		Hco15_15208
		Hco15_4886
		Hco15_8172
	>GH 77
		Hco15_0338
		Hco15_15651
	>GH 94
		Hco15_12748
		Hco15_2956
	>GT 2
		Hco15_0330
		Hco15_8885
	>GT 19
		Hco15_5997
	>GT 35
		Hco15_0376
		Hco15_13988
	>GT 51
		Hco15_0885
		Hco15_13010
	>CBM 48
		Hco15_13375
		Hco15_17649
		Hco15_5950
	>CBM 50
		Hco15_15073
		Hco15_15208
		Hco15_8647
>CO183
	>GH 3
		Hco15_16675
	>GH 5
		Hco15_15482
	>GH 13
		Hco15_0852
		Hco15_11789
		Hco15_11967
		Hco15_12962
		Hco15_1930
		Hco15_5255
		Hco15_6116
	>GH 23
		Hco15_13701
		Hco15_15922
	>GH 77
		Hco15_7714
	>GH 94
		Hco15_2327
		Hco15_8364
	>GH 103
		Hco15_3749
	>GT 2
		Hco15_11576
		Hco15_13650
	>GT 4
		Hco15_0211
		Hco15_9584
	>GT 9
		Hco15_11583
	>GT 35
		Hco15_11440
		Hco15_14607
		Hco15_2894
		Hco15_6295
	>GT 51
		Hco15_0752
		Hco15_10571
		Hco15_10716
		Hco15_16517
	>GT 84
		Hco15_2327
	>CBM 48
		Hco15_11789
	>CBM 50
		Hco15_3913
>TOLDC
	>GH 2
		Hco15_13520
	>GH 13
		Hco15_17619
		Hco15_2850
	>GH 29
		Hco15_9815
	>GH 57
		Hco15_15093
	>GH 63
		Hco15_17404
	>GH 94
		Hco15_14123
		Hco15_18464
		Hco15_3334
		Hco15_4602
	>GT 3
		Hco15_13858
	>GT 35
		Hco15_19493
	>CE 9
		Hco15_6337
	>CBM 32
		Hco15_9815
	>CBM 48
		Hco15_1792
>NAPDC
	>GH 3
		Hnap5_10681
		Hnap5_2199
		Hnap5_4693
	>GH 94
		Hnap5_8031
	>GT 2
		Hnap5_13715
		Hnap5_1585
		Hnap5_2341
	>GT 4
		Hnap5_0373
		Hnap5_11662
		Hnap5_15246
	>GT 19
		Hnap5_3599
	>GT 20
		Hnap5_14237
	>GT 28
		Hnap5_9856
	>GT 51
		Hnap5_20056
		Hnap5_8118
		Hnap5_9656
	>CE 10
		Hnap5_16582
	>CBM 50
		Hnap5_3930
>FOS62_2011
	>GH 2
		Ktes1_4526
		Ktes1_5018
		Ktes1_5324
		Ktes1_6877
	>GH 5
		Ktes1_11826
	>GH 10
		Ktes1_1163
	>GH 13
		Ktes1_10172
		Ktes1_12556
		Ktes1_7664
	>GH 20
		Ktes1_6013
	>GH 23
		Ktes1_0171
	>GH 29
		Ktes1_12363
		Ktes1_5620
	>GH 51
		Ktes1_10922
	>GH 78
		Ktes1_12076
		Ktes1_2158
	>GH 92
		Ktes1_5169
		Ktes1_9237
	>GH 97
		Ktes1_10431
	>GH 105
		Ktes1_12438
	>GT 2
		Ktes1_3899
	>GT 4
		Ktes1_5780
		Ktes1_9724
	>GT 35
		Ktes1_4236
	>GT 51
		Ktes1_5769
		Ktes1_8734
	>PL 12
		Ktes1_11096
	>CE 1
		Ktes1_5613
	>CE 10
		Ktes1_12148
	>CBM 6
		Ktes1_3480
	>CBM 34
		Ktes1_10172
	>CBM 48
		Ktes1_12556
>FOS62_2010
	>GH 2
		Ktes1_12773
		Ktes1_13146
		Ktes1_16304
	>GH 3
		Ktes1_7645
	>GH 9
		Ktes1_10911
		Ktes1_9199
	>GH 27
		Ktes1_6570
	>GH 31
		Ktes1_10637
		Ktes1_13372
		Ktes1_6979
	>GH 32
		Ktes1_0115
		Ktes1_14758
	>GH 43
		Ktes1_13081
	>GH 67
		Ktes1_3868
	>GH 92
		Ktes1_2057
		Ktes1_4789
		Ktes1_7661
	>GH 97
		Ktes1_7411
	>GH 105
		Ktes1_8240
	>GH 106
		Ktes1_4114
	>GH 109
		Ktes1_15066
	>GT 2
		Ktes1_12766
		Ktes1_7791
	>GT 3
		Ktes1_7538
	>GT 4
		Ktes1_7420
	>GT 35
		Ktes1_16465
	>CE 9
		Ktes1_8704
	>CBM 6
		Ktes1_13081
>FOS62_2009
	>GH 2
		Ktes1_13236
		Ktes1_1406
		Ktes1_3189
		Ktes1_7966
	>GH 3
		Ktes1_10377
		Ktes1_17134
		Ktes1_4237
	>GH 13
		Ktes1_2330
	>GH 20
		Ktes1_10469
	>GH 32
		Ktes1_0471
	>GH 36
		Ktes1_8431
	>GH 38
		Ktes1_8293
	>GH 78
		Ktes1_5424
	>GH 94
		Ktes1_2198
	>GH 95
		Ktes1_8449
	>GH 105
		Ktes1_5262
	>GH 106
		Ktes1_11026
	>GH 116
		Ktes1_10197
	>GT 2
		Ktes1_15522
		Ktes1_2837
		Ktes1_8847
	>GT 3
		Ktes1_0344
	>GT 4
		Ktes1_16816
	>CBM 6
		Ktes1_10835
	>CBM 9
		Ktes1_2282
	>CBM 47
		Ktes1_3084
